City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
377,Freeport,40.6576,-73.5832,69.76,64,29,1.01,scattered clouds
378,Tabuk,17.4189,121.4443,84.56,68,19,2.26,few clouds
379,Mayo,38.8876,-76.5119,63.66,91,0,2.55,clear sky
380,Bebra,50.9667,9.8,57.0,93,10,3.8,clear sky
381,Aragarcas,-15.8975,-52.2508,86.34,32,98,3.38,overcast clouds
382,Jamame,0.0722,42.7506,75.06,85,100,10.07,overcast clouds
383,Nazare,-13.035,-39.0144,70.09,87,98,3.71,overcast clouds
384,Pacific Grove,36.6177,-121.9166,76.24,90,40,3.0,scattered clouds
385,Harper,4.375,-7.7169,77.36,88,71,6.91,light rain
386,Ocos,14.5094,-92.1933,84.31,84,100,8.23,overcast clouds
387,Muisne,0.6,-80.0333,75.06,84,91,4.25,overcast clouds
388,Noumea,-22.2763,166.4572,80.01,97,12,13.85,few clouds
389,Chabahar,25.2919,60.643,80.78,85,97,3.06,overcast clouds
390,Lisakovsk,52.5369,62.4936,40.41,53,19,8.99,few clouds
391,Mae Hong Son,19.3003,97.9685,77.14,94,75,2.3,broken clouds
392,Sambava,-14.2667,50.1667,69.75,89,58,9.46,light rain
393,Ginda,30.6945,78.4932,65.12,78,0,2.91,clear sky
394,Zyryanka,65.75,150.85,44.89,70,100,1.1,overcast clouds
395,Teocaltiche,21.4333,-102.5833,68.09,62,76,2.3,broken clouds
396,Leningradskiy,69.3833,178.4167,27.19,78,99,6.55,overcast clouds
397,Pevek,69.7008,170.3133,28.89,75,100,12.93,overcast clouds
398,Waddan,29.1614,16.139,71.33,68,0,7.58,clear sky
399,Riyadh,24.6877,46.7219,78.94,15,38,4.23,scattered clouds
400,Yatou,37.15,122.3833,68.58,77,100,6.82,overcast clouds
401,Vangaindrano,-23.35,47.6,69.04,85,80,6.69,light rain
402,Kibala,9.1104,18.3463,75.15,88,0,0.0,clear sky
403,Vestmanna,62.1564,-7.1664,41.92,93,90,5.75,overcast clouds
404,San Quintin,30.4833,-115.95,68.77,80,78,5.86,broken clouds
405,Bella Union,-30.2752,-57.6007,55.08,92,1,7.78,clear sky
406,Yilan,24.757,121.753,91.51,86,100,2.91,overcast clouds
407,Luwuk,-0.9516,122.7875,84.09,69,32,6.53,scattered clouds
408,Antalaha,-14.9003,50.2788,69.21,92,92,6.44,moderate rain
409,Buluang,13.3068,123.3425,88.59,63,30,0.36,scattered clouds
410,Labuhan,-6.8844,112.2051,84.74,66,63,7.18,broken clouds
411,Mangaldai,26.4333,92.0333,84.11,82,11,6.38,few clouds
412,Comodoro Rivadavia,-45.8667,-67.5,64.26,45,0,4.61,clear sky
413,Ust-Uda,54.1742,103.0304,40.19,75,100,9.55,overcast clouds
414,Wonogiri,-7.8144,110.9259,83.93,67,61,1.25,broken clouds
415,San Pedro,14.35,121.0167,86.36,71,40,6.91,scattered clouds
416,Vila Velha,-20.3297,-40.2925,69.75,73,75,5.75,broken clouds
417,Chiplun,17.5333,73.5167,75.42,94,100,1.41,overcast clouds
418,Yelets,52.6237,38.5017,46.35,88,100,9.73,overcast clouds
419,Aksay,47.26,39.87,53.82,82,100,11.99,light rain
420,Luanda,-8.8368,13.2343,73.4,83,20,5.75,few clouds
421,Kambove,-10.8764,26.5969,63.09,42,69,5.01,broken clouds
422,Varniai,55.7406,22.3644,49.69,96,100,14.32,overcast clouds
423,Walvis Bay,-22.9575,14.5053,55.09,87,0,3.44,clear sky
424,Ugoofaaru,5.6667,73.0,82.17,71,97,14.99,overcast clouds
425,Nabire,-3.3667,135.4833,86.38,62,32,4.72,scattered clouds
426,Tautira,-17.7333,-149.15,82.42,64,0,5.01,clear sky
427,Pacifica,37.6138,-122.4869,80.71,88,20,3.0,mist
428,Spokane,47.6166,-117.3677,73.81,42,3,2.71,clear sky
429,Greensburg,40.3015,-79.5389,59.14,82,1,0.0,clear sky
430,Xai-Xai,-25.0519,33.6442,61.39,82,1,3.71,clear sky
431,Castrillon,43.3979,-6.7922,59.54,94,74,4.23,light rain
432,Price,39.5994,-110.8107,69.12,26,2,3.49,clear sky
433,Yulara,-25.2406,130.9889,78.64,11,97,13.8,overcast clouds
434,Sao Jose Da Coroa Grande,-8.8978,-35.1478,75.11,87,33,10.4,scattered clouds
435,Abu Samrah,35.3029,37.1841,61.34,52,0,4.36,clear sky
436,Yar-Sale,66.8333,70.8333,33.87,88,16,6.64,few clouds
437,Sale,34.0389,-6.8166,65.64,100,0,0.0,clear sky
438,Horizontina,-27.6258,-54.3078,53.6,93,0,5.03,clear sky
439,Alice Springs,-23.7,133.8833,80.15,10,73,13.8,broken clouds
440,Mana,5.6592,-53.7767,78.94,89,77,8.46,broken clouds
441,Exeter,50.7236,-3.5275,63.57,96,27,1.63,scattered clouds
442,Talara,-4.5772,-81.2719,65.03,87,15,15.35,few clouds
443,Irgakly,44.3611,44.7556,55.26,80,79,4.68,broken clouds
444,Christchurch,-43.5333,172.6333,66.9,50,20,4.0,few clouds
445,Los Llanos De Aridane,28.6585,-17.9182,66.13,79,0,9.22,clear sky
446,Tres Arroyos,-38.3739,-60.2798,53.04,85,0,10.83,clear sky
447,Lata,40.1629,-8.3327,62.82,90,100,3.96,overcast clouds
448,Lalmohan,22.3384,90.7419,84.06,77,82,7.09,moderate rain
449,Madimba,-10.4,40.3333,71.17,89,3,5.55,clear sky
450,Lalibela,12.0333,39.0333,55.69,71,95,5.61,overcast clouds
451,Marzuq,14.4,46.4667,73.63,45,80,3.87,broken clouds
452,Berdigestyakh,62.0989,126.6992,40.96,72,7,9.8,clear sky
453,Toila,59.4236,27.5025,47.14,95,100,12.88,light rain
454,Stokmarknes,68.5646,14.9108,47.5,75,100,1.5,overcast clouds
455,Simnas,54.4,23.65,51.57,90,100,13.44,overcast clouds
456,Richards Bay,-28.783,32.0377,63.86,90,65,3.71,broken clouds
457,Sola,-13.8833,167.55,79.12,79,60,15.75,broken clouds
458,Vardo,70.3705,31.1107,45.93,94,100,12.26,light rain
459,Henties Bay,-22.116,14.2845,54.86,91,3,2.89,clear sky
460,Tongchuan,35.0806,109.0897,64.67,95,100,3.15,moderate rain
461,Sretensk,52.2453,117.7093,54.34,55,95,3.24,overcast clouds
462,Atambua,-9.1061,124.8925,84.78,47,40,2.95,scattered clouds
463,Saint-Louis,16.3333,-15.0,84.67,50,77,9.55,broken clouds
464,Bay Roberts,47.5999,-53.2648,48.33,84,5,7.0,clear sky
465,Cervo,43.6702,-7.4101,59.2,88,60,4.38,broken clouds
466,Gobabis,-22.45,18.9667,63.28,28,2,8.46,clear sky
467,Jiaozuo,35.2397,113.2331,69.78,85,100,8.01,overcast clouds
468,Stepantsevo,56.1314,41.7032,44.76,92,100,4.25,overcast clouds
469,Northam,51.0333,-4.2167,61.68,98,99,1.81,overcast clouds
470,Caravelas,-17.7125,-39.2481,71.11,68,99,8.55,overcast clouds
471,Rock Falls,41.7798,-89.689,65.21,86,100,12.82,overcast clouds
472,Tabory,58.5198,64.5495,37.45,90,0,3.04,clear sky
473,Inuvik,68.3499,-133.7218,36.36,93,90,9.22,light intensity drizzle
474,Kikwit,-5.041,18.8162,71.1,85,85,1.1,overcast clouds
475,Nieves,15.3274,120.9485,80.51,81,91,1.99,overcast clouds
476,Kampot,10.6167,104.1833,75.25,80,100,6.31,overcast clouds
477,Jansath,29.3333,77.85,78.39,76,0,2.48,clear sky
478,Baie-Comeau,49.2168,-68.1489,68.0,100,90,19.57,light rain
479,Kungsbacka,57.4872,12.0761,58.17,82,8,8.99,clear sky
480,Erzin,36.9559,36.2,57.72,36,0,2.73,clear sky
481,Oktyabrskiy,54.4815,53.471,49.68,43,100,4.03,overcast clouds
482,Eydhafushi,5.1033,73.0708,81.86,73,100,13.69,overcast clouds
483,Necochea,-38.5473,-58.7368,54.03,90,0,11.07,clear sky
484,Adrar,20.5022,-10.0711,87.19,21,52,2.3,broken clouds
485,Saint Andrews,34.0454,-81.1293,62.33,76,0,1.01,clear sky
486,Assen,52.9967,6.5625,62.85,84,90,1.99,overcast clouds
487,Halifax,44.6453,-63.5724,66.25,95,40,1.99,scattered clouds
488,Wisconsin Rapids,44.3836,-89.8174,53.22,90,100,10.45,overcast clouds
489,Crowley,30.2141,-92.3746,68.05,86,72,3.2,broken clouds
490,San Patricio,28.017,-97.5169,78.84,57,52,7.63,broken clouds
491,Bose,45.4612,8.0137,64.2,82,19,3.4,few clouds
492,Huarmey,-10.0681,-78.1522,63.63,84,99,8.59,overcast clouds
493,Kalmunai,7.4167,81.8167,81.39,77,90,3.8,overcast clouds
494,Raudeberg,61.9875,5.1352,50.2,95,100,3.0,overcast clouds
495,Iskateley,67.6803,53.1512,37.94,87,12,13.0,few clouds
496,Owase,34.0667,136.2,76.95,75,51,6.82,broken clouds
497,Namatanai,-3.6667,152.4333,84.56,69,18,6.33,light rain
498,Shimoda,34.6667,138.95,73.76,74,44,15.9,scattered clouds
499,Ontario,34.0633,-117.6509,85.82,53,1,1.01,clear sky
500,Namtsy,62.7161,129.6658,44.71,83,100,11.1,overcast clouds
501,Grindavik,63.8424,-22.4338,40.95,87,75,12.66,light intensity drizzle
502,Cockburn Town,21.4612,-71.1419,82.9,73,100,9.01,overcast clouds
503,Rusne,55.2964,21.3758,57.29,91,100,22.41,overcast clouds
504,Altamont,42.2068,-121.7372,74.77,24,0,3.42,clear sky
505,Monoharpur,22.1083,88.0789,82.2,81,100,4.63,overcast clouds
506,Sobolevo,54.4299,31.8996,45.01,98,99,4.74,overcast clouds
507,Manggar,-2.8833,108.2667,85.15,68,27,5.55,scattered clouds
508,Zaysan,47.4667,84.8667,38.57,40,6,3.36,clear sky
509,Praia Da Vitoria,38.7333,-27.0667,70.75,73,40,12.3,scattered clouds
510,Rawson,-43.3002,-65.1023,68.43,43,30,29.39,scattered clouds
511,Mapiripan,2.8892,-72.1256,70.75,98,100,5.19,overcast clouds
512,Malinovoye Ozero,51.6753,79.7825,37.83,58,59,7.18,broken clouds
513,Jaitaran,26.2031,73.9364,82.4,74,98,3.31,overcast clouds
514,Marawi,7.9986,124.2928,75.65,78,100,2.35,moderate rain
515,Buchanan,5.8808,-10.0467,75.16,86,81,5.79,broken clouds
516,Nueve De Julio,-35.4444,-60.8831,55.71,84,0,8.97,clear sky
517,Kang,-23.6752,22.7876,66.15,25,0,11.45,clear sky
518,Karla,59.3723,24.9275,48.16,85,90,8.05,overcast clouds
519,Syava,58.0146,46.3222,46.56,97,100,6.15,light rain
520,Lundamo,63.1333,10.3,49.57,89,100,19.71,overcast clouds
521,North Myrtle Beach,33.816,-78.68,69.03,85,0,8.12,clear sky
522,Hellvik,59.9156,5.781,51.76,87,100,1.01,overcast clouds
523,Hualmay,-11.0964,-77.6139,62.22,85,56,8.21,broken clouds
524,Ilulissat,69.2167,-51.1,9.05,73,89,7.72,overcast clouds
525,Kamina,-8.7386,24.9906,62.47,84,75,2.13,broken clouds
526,Trelew,-43.249,-65.3051,71.06,37,6,26.17,clear sky
527,Makakilo City,21.3469,-158.0858,81.61,72,34,17.05,scattered clouds
528,Xiaoweizhai,26.1903,107.5125,75.94,78,100,7.92,overcast clouds
529,Nyagan,62.1406,65.3936,32.5,94,6,4.38,clear sky
530,Chadan,51.2833,91.5833,34.84,73,25,2.71,scattered clouds
531,Berlevag,70.8578,29.0864,46.27,89,100,9.57,overcast clouds
532,Karasjok,69.4719,25.5112,44.71,96,100,13.18,overcast clouds
533,Maun,-19.9833,23.4167,64.36,42,0,4.61,clear sky
534,Zhangjiakou,40.81,114.8794,62.37,90,98,8.43,overcast clouds
535,Liverpool,53.4106,-2.9779,64.69,91,100,6.91,overcast clouds
536,Lashio,22.9333,97.75,73.71,87,94,0.85,overcast clouds
537,San Clemente,33.427,-117.612,77.94,86,58,1.01,broken clouds
538,Kearney,40.6995,-99.0815,58.24,75,53,3.0,broken clouds
539,Abalak,58.1286,68.5944,37.42,92,3,3.56,clear sky
540,Pemangkat,1.1667,108.9667,83.61,72,57,5.57,broken clouds
541,Hjelset,62.7833,7.4833,49.78,87,90,23.02,overcast clouds
542,Kijang,35.2442,129.2139,76.73,77,100,17.69,overcast clouds
543,Elko,41.0002,-115.5012,63.12,20,0,0.92,clear sky
544,Ascension,30.2169,-90.9001,69.98,80,1,0.0,clear sky
545,Corn Island,12.1694,-83.0418,80.51,82,100,12.1,overcast clouds
546,Yining,29.0361,114.5636,90.57,56,10,1.41,clear sky
547,Noshiro,40.2039,140.0242,70.74,51,0,3.0,clear sky
548,Waiouru,-39.4833,175.6667,60.8,38,80,7.7,broken clouds
549,Ceres,37.5949,-120.9577,91.31,45,0,9.78,clear sky
550,Shuya,56.8487,41.3883,42.6,91,68,4.88,broken clouds
551,Provideniya,64.3833,-173.3,33.69,88,100,17.52,overcast clouds
552,Inirida,3.8653,-67.9239,72.32,96,100,2.28,overcast clouds
553,Mongo,12.1844,18.693,75.78,74,65,5.41,broken clouds
554,Maldonado,-34.6667,-54.9167,56.59,97,65,3.85,broken clouds
555,Asyut,27.181,31.1837,75.38,48,0,9.33,clear sky
556,Kuching,1.55,110.3333,86.22,74,20,5.75,few clouds
557,Mailani,28.2833,80.35,79.12,85,28,4.25,scattered clouds
558,Sabya,17.1495,42.6254,89.22,71,99,3.74,overcast clouds
559,Zhigansk,66.7697,123.3711,37.04,68,100,15.97,overcast clouds
560,Ojinaga,29.5667,-104.4167,88.75,27,90,6.91,overcast clouds
561,Saint Anthony,45.0205,-93.218,56.03,63,0,4.0,clear sky
562,Corrales,35.2378,-106.6067,78.24,32,1,4.0,clear sky
563,Tazovskiy,67.4667,78.7,31.96,84,11,7.45,few clouds
564,Kuopio,62.8924,27.677,44.55,87,90,9.22,light intensity shower rain
565,Nara,34.6851,135.8049,80.91,60,19,5.77,few clouds
566,Sorong,-0.8833,131.25,82.08,73,100,7.36,overcast clouds
567,Santa Cruz,-17.8,-63.1667,74.66,46,12,8.05,few clouds
568,Kabalo,-6.05,26.9167,69.26,88,3,2.86,clear sky
569,Greymouth,-42.4667,171.2,55.6,95,100,22.37,light rain
570,Sibolga,1.7427,98.7792,82.56,75,100,1.14,overcast clouds
571,Komsomolskiy,40.4272,71.7189,59.72,41,0,6.91,clear sky
572,Rapid Valley,44.0625,-103.1463,58.84,48,28,1.99,scattered clouds
573,Lasa,46.6166,10.7002,51.03,66,0,2.53,clear sky
574,Maniitsoq,65.4167,-52.9,32.07,57,3,5.97,clear sky
575,Coxim,-18.5067,-54.76,86.54,24,1,3.47,clear sky
576,Cody,44.5263,-109.0565,66.42,41,1,3.44,haze
577,Daru,-9.0763,143.2092,79.95,84,62,12.33,broken clouds
578,Wagar,16.1525,36.2032,84.51,55,11,9.46,few clouds
579,Dustlik,40.5247,68.0358,62.87,24,0,1.48,clear sky
580,Limon,10.0,-83.0333,79.32,78,100,3.47,overcast clouds
581,Gilgit,35.9221,74.3087,72.86,44,0,1.41,clear sky
582,Novikovo,51.1537,37.8879,47.14,95,100,7.52,light rain
583,Pisco,-13.7,-76.2167,60.85,82,0,6.91,clear sky
584,Prata,-19.3072,-48.9242,83.93,26,92,3.51,overcast clouds
585,Mount Isa,-20.7333,139.5,87.57,14,53,10.36,broken clouds
586,Dubbo,-32.25,148.6167,64.53,34,0,12.66,clear sky
587,Ahuimanu,21.4447,-157.8378,82.78,73,27,16.91,scattered clouds
588,Barra,-11.0894,-43.1417,81.27,51,74,12.84,broken clouds
589,Palauig,15.435,119.9045,85.64,65,11,4.25,few clouds
590,Hakkari,37.5833,44.1667,47.61,84,35,6.8,scattered clouds
591,Itarema,-2.9248,-39.9167,78.69,84,16,17.09,few clouds
592,Surovatikha,55.7652,43.8984,39.67,91,100,3.96,light rain
593,Kudahuvadhoo,2.6708,72.8944,82.33,71,99,16.31,overcast clouds
594,Stryn,61.9045,6.7226,51.31,99,100,4.92,overcast clouds
595,Miri,4.4148,114.0089,86.14,74,20,5.75,few clouds
596,Khabary,53.6259,79.5345,41.97,68,100,12.35,overcast clouds
597,Ha Tinh,18.3333,105.9,77.27,94,100,2.1,moderate rain
598,Dolores,-36.3132,-57.6792,49.21,94,0,6.91,clear sky
599,Bulawayo,-20.15,28.5833,56.57,38,0,6.91,clear sky
600,Kibondo,-3.5864,30.7203,63.99,52,37,3.18,scattered clouds
601,Isabela,6.7085,121.9711,78.85,74,98,4.38,moderate rain
602,Ulladulla,-35.35,150.4667,64.76,80,100,8.28,overcast clouds
603,Saint-Marc,19.1082,-72.6938,82.22,76,8,2.59,clear sky
604,Acarau,-2.8856,-40.12,78.8,83,12,18.34,few clouds
605,Bosaso,11.2842,49.1816,87.13,52,43,14.5,scattered clouds
606,Tagusao,9.1924,117.8141,84.56,70,97,5.48,light rain
607,Sao Miguel Do Araguaia,-13.275,-50.1628,87.33,26,22,2.26,few clouds
608,Rognan,67.0953,15.3878,46.89,83,100,4.45,overcast clouds
609,Houma,29.5958,-90.7195,71.01,73,1,4.68,clear sky
610,Broken Hill,-31.95,141.4333,55.11,44,75,13.8,broken clouds
611,Omboue,-1.5746,9.2618,75.65,89,99,6.44,overcast clouds
612,Ixtapa,20.7,-105.2,83.23,84,100,1.01,overcast clouds
613,Calabozo,8.9242,-67.4293,72.61,95,94,3.49,overcast clouds
614,Siparia,10.1333,-61.5,80.08,80,24,9.69,few clouds
615,Sinnamary,5.3833,-52.95,79.75,86,100,8.86,overcast clouds
616,Pangkalanbuun,-2.6833,111.6167,85.1,68,62,2.57,broken clouds
617,Noisy-Le-Grand,48.85,2.5667,56.71,92,0,3.44,clear sky
618,Bubaque,11.2833,-15.8333,80.74,78,72,3.74,light rain
619,Panama City,8.9936,-79.5197,79.38,86,20,5.75,few clouds
620,Acapulco,16.8634,-99.8901,81.36,87,100,5.55,overcast clouds
621,Otane,-39.8833,176.6333,69.39,43,98,4.18,overcast clouds
622,Sfantu Gheorghe,45.8667,25.7833,49.93,97,100,4.52,overcast clouds
623,Tezu,27.9167,96.1667,83.53,67,75,1.45,broken clouds
624,Placido De Castro,-10.3353,-67.1856,86.18,37,87,1.23,overcast clouds
625,Urengoy,65.9667,78.3667,31.66,85,6,9.48,clear sky
626,Qandala,11.472,49.8728,87.31,59,34,5.06,scattered clouds
627,Sao Luis De Montes Belos,-16.525,-50.3722,84.29,31,86,2.15,overcast clouds
628,Tignere,7.3667,12.65,64.89,92,100,1.05,overcast clouds
629,Mobile,30.7835,-88.2,66.56,77,20,4.61,few clouds
630,Pontalina,-17.525,-49.4472,88.92,22,100,5.57,overcast clouds
631,Aklavik,68.2191,-135.0107,36.32,97,100,18.23,light rain
632,Snina,48.9886,22.151,49.05,95,43,1.54,scattered clouds
633,Masuguru,-11.3667,38.4167,69.62,87,1,2.8,clear sky
634,Gander,48.9682,-54.5906,39.33,86,20,8.01,few clouds
635,Arinos,-15.9169,-46.1056,78.26,48,17,3.96,few clouds
636,Swan Hill,-35.3378,143.5544,59.43,29,6,11.77,clear sky
637,Salamiyah,35.0113,37.0532,58.71,67,0,3.31,clear sky
638,Aswan,24.0934,32.907,81.7,36,0,11.5,clear sky
639,Durban,-29.8579,31.0292,62.02,91,42,1.99,scattered clouds
640,Kerman,30.2832,57.0788,58.86,26,0,4.61,clear sky
641,Pundaguitan,6.3711,126.1689,82.51,78,100,15.32,light rain
642,Marathon,44.9,-89.7668,49.17,91,40,8.05,scattered clouds
643,San Rafael,-34.6177,-68.3301,68.25,29,0,15.26,clear sky
644,Tres Lagoas,-20.7511,-51.6783,81.54,30,99,9.37,overcast clouds
645,Morondava,-20.2833,44.2833,72.07,77,0,6.24,clear sky
646,Chemodanovka,53.2316,45.2474,47.43,52,47,0.78,scattered clouds
647,Malinovskiy,61.1953,62.8397,36.36,95,12,4.54,few clouds
648,Seymchan,62.8833,152.4333,47.55,52,85,2.82,overcast clouds
649,Vostok,46.4856,135.8833,59.04,47,99,2.3,overcast clouds
650,Necocli,8.4234,-76.786,77.49,89,100,3.62,overcast clouds
651,Tshikapa,-6.4167,20.8,70.61,81,42,1.74,scattered clouds
652,Neiafu,-18.65,-173.9833,77.68,78,75,5.75,broken clouds
653,Manthani,18.65,79.6667,77.68,91,100,1.7,light rain
654,Shiyan,32.6475,110.7781,76.82,87,100,3.27,overcast clouds
655,Osa,57.2829,55.4567,46.9,77,100,3.15,light rain
656,Ola,59.5833,151.2833,50.81,60,6,4.61,clear sky
657,Santa Rosalia,27.3167,-112.2833,85.26,59,100,2.68,overcast clouds
658,Fenoarivo,-18.933,47.4354,55.47,88,75,6.91,broken clouds
659,Bonavista,48.6499,-53.1147,43.12,75,5,6.64,clear sky
660,Ventspils,57.3894,21.5606,57.13,100,90,17.27,overcast clouds
661,Carauari,-4.8828,-66.8958,70.95,97,99,2.57,overcast clouds
662,Maragogi,-9.0122,-35.2225,74.84,87,32,10.54,scattered clouds
663,Tromso,69.6496,18.957,44.62,76,75,0.0,broken clouds
664,Porais,15.7544,121.0428,86.61,61,70,2.86,broken clouds
665,Oranjestad,12.524,-70.027,84.15,83,20,11.01,few clouds
